campaign,index,run_id,archive,directory,job_id,lr,beta1,beta2,seed,loss,seconds
lr_beta2,10,packed4-lr0.0048-beta2-0.95-seed42,runs/packed4-20m-batch128k-micro32-20260911,experiments/packed4-lr0.0048-beta2-0.95-seed42,2310342_10,0.0048,0.9,0.95,42,3.6353092164675456,439.52469458896667
lr_beta2,11,packed4-lr0.0048-beta2-0.95-seed43,runs/packed4-20m-batch128k-micro32-20260911,experiments/packed4-lr0.0048-beta2-0.95-seed43,2310342_11,0.0048,0.9,0.95,43,3.6344130428485744,438.5401598101016
lr_beta2,12,packed4-lr0.0048-beta2-0.95-seed44,runs/packed4-20m-batch128k-micro32-20260911,experiments/packed4-lr0.0048-beta2-0.95-seed44,2310342_12,0.0048,0.9,0.95,44,3.6403393667656774,441.36578296800144
lr_beta2,13,packed4-lr0.0048-beta2-0.98-seed42,runs/packed4-20m-batch128k-micro32-20260911,experiments/packed4-lr0.0048-beta2-0.98-seed42,2310342_13,0.0048,0.9,0.98,42,3.61230883738445,439.65322687500156
lr_beta2,14,packed4-lr0.0048-beta2-0.98-seed43,runs/packed4-20m-batch128k-micro32-20260911,experiments/packed4-lr0.0048-beta2-0.98-seed43,2310342_14,0.0048,0.9,0.98,43,3.613906423197653,438.4793940510135
lr_beta2,15,packed4-lr0.0048-beta2-0.98-seed44,runs/packed4-20m-batch128k-micro32-20260911,experiments/packed4-lr0.0048-beta2-0.98-seed44,2310342_15,0.0048,0.9,0.98,44,3.613867414507979,446.42945996811613
lr_beta2,16,packed4-lr0.0048-beta2-0.999-seed42,runs/packed4-20m-batch128k-micro32-20260911,experiments/packed4-lr0.0048-beta2-0.999-seed42,2310342_16,0.0048,0.9,0.999,42,3.605081771448894,436.999132436933
lr_beta2,17,packed4-lr0.0048-beta2-0.999-seed43,runs/packed4-20m-batch128k-micro32-20260911,experiments/packed4-lr0.0048-beta2-0.999-seed43,2310342_17,0.0048,0.9,0.999,43,3.6167947055631493,438.6877702618949
lr_beta2,18,packed4-lr0.0048-beta2-0.999-seed44,runs/packed4-20m-batch128k-micro32-20260911,experiments/packed4-lr0.0048-beta2-0.999-seed44,2310342_18,0.0048,0.9,0.999,44,3.6103315918782832,434.98481976403855
lr_beta2,19,packed4-lr0.0056-beta2-0.95-seed42,runs/packed4-20m-batch128k-micro32-20260911,experiments/packed4-lr0.0056-beta2-0.95-seed42,2310342_19,0.0056,0.9,0.95,42,3.631975330687588,445.8381514729699
lr_beta2,20,packed4-lr0.0056-beta2-0.95-seed43,runs/packed4-20m-batch128k-micro32-20260911,experiments/packed4-lr0.0056-beta2-0.95-seed43,2310342_20,0.0056,0.9,0.95,43,3.642912327986876,435.4225923450431
lr_beta2,21,packed4-lr0.0056-beta2-0.95-seed44,runs/packed4-20m-batch128k-micro32-20260911,experiments/packed4-lr0.0056-beta2-0.95-seed44,2310342_21,0.0056,0.9,0.95,44,3.6341899108092117,442.39260149304755
lr_beta2,22,packed4-lr0.0056-beta2-0.98-seed42,runs/packed4-20m-batch128k-micro32-20260911,experiments/packed4-lr0.0056-beta2-0.98-seed42,2310342_22,0.0056,0.9,0.98,42,3.609251321150892,444.7593327909708
lr_beta2,23,packed4-lr0.0056-beta2-0.98-seed43,runs/packed4-20m-batch128k-micro32-20260911,experiments/packed4-lr0.0056-beta2-0.98-seed43,2310342_23,0.0056,0.9,0.98,43,3.609599696300922,463.9110795641318
lr_beta2,24,packed4-lr0.0056-beta2-0.98-seed44,runs/packed4-20m-batch128k-micro32-20260911,experiments/packed4-lr0.0056-beta2-0.98-seed44,2310342_24,0.0056,0.9,0.98,44,3.5996826962317847,451.09390696696937
lr_beta2,25,packed4-lr0.0056-beta2-0.999-seed42,runs/packed4-20m-batch128k-micro32-20260911,experiments/packed4-lr0.0056-beta2-0.999-seed42,2310342_25,0.0056,0.9,0.999,42,3.6107921876669864,430.22740046703257
lr_beta2,26,packed4-lr0.0056-beta2-0.999-seed43,runs/packed4-20m-batch128k-micro32-20260911,experiments/packed4-lr0.0056-beta2-0.999-seed43,2310342_26,0.0056,0.9,0.999,43,3.609492914919798,428.88575834897347
lr_beta2,27,packed4-lr0.0056-beta2-0.999-seed44,runs/packed4-20m-batch128k-micro32-20260911,experiments/packed4-lr0.0056-beta2-0.999-seed44,2310342_27,0.0056,0.9,0.999,44,3.6184492175554643,744.0393318429124
lr_beta2,28,packed4-lr0.008-beta2-0.95-seed42,runs/packed4-20m-batch128k-micro32-20260911,experiments/packed4-lr0.008-beta2-0.95-seed42,2310342_28,0.008,0.9,0.95,42,3.615438266006561,416.57322296197526
lr_beta2,29,packed4-lr0.008-beta2-0.95-seed43,runs/packed4-20m-batch128k-micro32-20260911,experiments/packed4-lr0.008-beta2-0.95-seed43,2310342_29,0.008,0.9,0.95,43,3.630263153383503,416.23260863195173
lr_beta2,30,packed4-lr0.008-beta2-0.95-seed44,runs/packed4-20m-batch128k-micro32-20260911,experiments/packed4-lr0.008-beta2-0.95-seed44,2310342_30,0.008,0.9,0.95,44,3.6167713759402833,418.44516169908457
lr_beta2,31,packed4-lr0.008-beta2-0.98-seed42,runs/packed4-20m-batch128k-micro32-20260911,experiments/packed4-lr0.008-beta2-0.98-seed42,2310342_31,0.008,0.9,0.98,42,3.6007030836335767,417.4344869409688
lr_beta2,32,packed4-lr0.008-beta2-0.98-seed43,runs/packed4-20m-batch128k-micro32-20260911,experiments/packed4-lr0.008-beta2-0.98-seed43,2310342_32,0.008,0.9,0.98,43,3.609275129516022,428.0530204940587
lr_beta2,33,packed4-lr0.008-beta2-0.98-seed44,runs/packed4-20m-batch128k-micro32-20260911,experiments/packed4-lr0.008-beta2-0.98-seed44,2310342_33,0.008,0.9,0.98,44,3.5957523767688087,413.929618333932
lr_beta2,34,packed4-lr0.008-beta2-0.999-seed43,runs/packed4-20m-batch128k-micro32-20260911,experiments/packed4-lr0.008-beta2-0.999-seed43,2310342_34,0.008,0.9,0.999,43,3.744734024065677,424.24642883613706
lr_beta2,35,packed4-lr0.008-beta2-0.999-seed44,runs/packed4-20m-batch128k-micro32-20260911,experiments/packed4-lr0.008-beta2-0.999-seed44,2310342_35,0.008,0.9,0.999,44,3.627949880035921,416.43249916506466
lr_beta2,36,packed4-lr0.0112-beta2-0.95-seed42,runs/packed4-20m-batch128k-micro32-20260911,experiments/packed4-lr0.0112-beta2-0.95-seed42,2310342_36,0.0112,0.9,0.95,42,3.679491270028921,422.7798410409596
lr_beta2,37,packed4-lr0.0112-beta2-0.95-seed43,runs/packed4-20m-batch128k-micro32-20260911,experiments/packed4-lr0.0112-beta2-0.95-seed43,2310342_37,0.0112,0.9,0.95,43,3.6941092158323796,423.13896469096653
lr_beta2,38,packed4-lr0.0112-beta2-0.95-seed44,runs/packed4-20m-batch128k-micro32-20260911,experiments/packed4-lr0.0112-beta2-0.95-seed44,2310342_38,0.0112,0.9,0.95,44,3.6561118735829723,416.3664132060949
lr_beta2,39,packed4-lr0.0112-beta2-0.98-seed42,runs/packed4-20m-batch128k-micro32-20260911,experiments/packed4-lr0.0112-beta2-0.98-seed42,2310342_39,0.0112,0.9,0.98,42,3.6675003732052747,417.1561548380414
lr_beta2,40,packed4-lr0.0112-beta2-0.98-seed43,runs/packed4-20m-batch128k-micro32-20260911,experiments/packed4-lr0.0112-beta2-0.98-seed43,2310342_40,0.0112,0.9,0.98,43,3.701886113226706,417.1614953459939
lr_beta2,41,packed4-lr0.0112-beta2-0.98-seed44,runs/packed4-20m-batch128k-micro32-20260911,experiments/packed4-lr0.0112-beta2-0.98-seed44,2310342_41,0.0112,0.9,0.98,44,3.741284177890576,416.72502301994245
lr_beta2,42,packed4-lr0.0112-beta2-0.999-seed42,runs/packed4-20m-batch128k-micro32-20260911,experiments/packed4-lr0.0112-beta2-0.999-seed42,2310342_42,0.0112,0.9,0.999,42,3.8853861595499546,422.09886306896806
lr_beta2,43,packed4-lr0.0112-beta2-0.999-seed43,runs/packed4-20m-batch128k-micro32-20260911,experiments/packed4-lr0.0112-beta2-0.999-seed43,2310342_43,0.0112,0.9,0.999,43,4.146007753924175,416.2265075100586
lr_beta2,44,packed4-lr0.0112-beta2-0.999-seed44,runs/packed4-20m-batch128k-micro32-20260911,experiments/packed4-lr0.0112-beta2-0.999-seed44,2310342_44,0.0112,0.9,0.999,44,4.094701716434412,418.0706063590478
lr_beta2,45,packed4-lr0.016-beta2-0.95-seed42,runs/packed4-20m-batch128k-micro32-20260911,experiments/packed4-lr0.016-beta2-0.95-seed42,2310342_45,0.016,0.9,0.95,42,3.7806738247797003,413.6814522680361
lr_beta2,46,packed4-lr0.016-beta2-0.95-seed43,runs/packed4-20m-batch128k-micro32-20260911,experiments/packed4-lr0.016-beta2-0.95-seed43,2310342_46,0.016,0.9,0.95,43,3.8258502469313163,423.9133965569781
lr_beta2,47,packed4-lr0.016-beta2-0.95-seed44,runs/packed4-20m-batch128k-micro32-20260911,experiments/packed4-lr0.016-beta2-0.95-seed44,2310342_47,0.016,0.9,0.95,44,3.790435437075498,412.3828410609858
lr_beta2,48,packed4-lr0.016-beta2-0.98-seed42,runs/packed4-20m-batch128k-micro32-20260911,experiments/packed4-lr0.016-beta2-0.98-seed42,2310342_48,0.016,0.9,0.98,42,3.8102593472816224,434.96319321892224
lr_beta2,49,packed4-lr0.016-beta2-0.98-seed43,runs/packed4-20m-batch128k-micro32-20260911,experiments/packed4-lr0.016-beta2-0.98-seed43,2310342_49,0.016,0.9,0.98,43,3.936305829026284,429.880783578963
lr_beta2,50,packed4-lr0.016-beta2-0.98-seed44,runs/packed4-20m-batch128k-micro32-20260911,experiments/packed4-lr0.016-beta2-0.98-seed44,2310342_50,0.016,0.9,0.98,44,3.829416265053014,433.03598323708866
lr_beta2,51,packed4-lr0.016-beta2-0.999-seed42,runs/packed4-20m-batch128k-micro32-20260911,experiments/packed4-lr0.016-beta2-0.999-seed42,2310342_51,0.016,0.9,0.999,42,4.719907424835914,505.9160309571307
lr_beta2,52,packed4-lr0.016-beta2-0.999-seed43,runs/packed4-20m-batch128k-micro32-20260911,experiments/packed4-lr0.016-beta2-0.999-seed43,2310342_52,0.016,0.9,0.999,43,4.5999432739263675,437.79520572302863
lr_beta2,53,packed4-lr0.016-beta2-0.999-seed44,runs/packed4-20m-batch128k-micro32-20260911,experiments/packed4-lr0.016-beta2-0.999-seed44,2310342_53,0.016,0.9,0.999,44,4.559596323719771,436.6498493339168
lr_beta2,54,packed4-lr0.0224-beta2-0.95-seed42,runs/packed4-20m-batch128k-micro32-20260911,experiments/packed4-lr0.0224-beta2-0.95-seed42,2310342_54,0.0224,0.9,0.95,42,4.199943411506591,431.48655757994857
lr_beta2,55,packed4-lr0.0224-beta2-0.95-seed43,runs/packed4-20m-batch128k-micro32-20260911,experiments/packed4-lr0.0224-beta2-0.95-seed43,2310342_55,0.0224,0.9,0.95,43,4.320643014800076,432.8186382850399
lr_beta2,56,packed4-lr0.0224-beta2-0.95-seed44,runs/packed4-20m-batch128k-micro32-20260911,experiments/packed4-lr0.0224-beta2-0.95-seed44,2310342_56,0.0224,0.9,0.95,44,4.054404355059588,435.90508593502454
lr_beta2,57,packed4-lr0.0224-beta2-0.98-seed42,runs/packed4-20m-batch128k-micro32-20260911,experiments/packed4-lr0.0224-beta2-0.98-seed42,2310342_57,0.0224,0.9,0.98,42,4.348281548222211,431.6486239560181
lr_beta2,58,packed4-lr0.0224-beta2-0.98-seed43,runs/packed4-20m-batch128k-micro32-20260911,experiments/packed4-lr0.0224-beta2-0.98-seed43,2310342_58,0.0224,0.9,0.98,43,4.32134899377639,436.4346414640313
lr_beta2,59,packed4-lr0.0224-beta2-0.98-seed44,runs/packed4-20m-batch128k-micro32-20260911,experiments/packed4-lr0.0224-beta2-0.98-seed44,2310342_59,0.0224,0.9,0.98,44,4.62356495624995,430.58190925908275
lr_beta2,60,packed4-lr0.0224-beta2-0.999-seed42,runs/packed4-20m-batch128k-micro32-20260911,experiments/packed4-lr0.0224-beta2-0.999-seed42,2310342_60,0.0224,0.9,0.999,42,4.835214749294994,430.80492156895343
lr_beta2,61,packed4-lr0.0224-beta2-0.999-seed43,runs/packed4-20m-batch128k-micro32-20260911,experiments/packed4-lr0.0224-beta2-0.999-seed43,2310342_61,0.0224,0.9,0.999,43,4.762795170134448,446.9974173309747
lr_beta2,62,packed4-lr0.0224-beta2-0.999-seed44,runs/packed4-20m-batch128k-micro32-20260911,experiments/packed4-lr0.0224-beta2-0.999-seed44,2310342_62,0.0224,0.9,0.999,44,4.807778644431093,440.5250902159605
lr_beta2,63,packed4-lr0.032-beta2-0.95-seed42,runs/packed4-20m-batch128k-micro32-20260911,experiments/packed4-lr0.032-beta2-0.95-seed42,2310342_63,0.032,0.9,0.95,42,4.981726360452171,432.58727608504705
lr_beta2,64,packed4-lr0.032-beta2-0.95-seed43,runs/packed4-20m-batch128k-micro32-20260911,experiments/packed4-lr0.032-beta2-0.95-seed43,2310342_64,0.032,0.9,0.95,43,4.983979152901554,448.86195382499136
lr_beta2,65,packed4-lr0.032-beta2-0.95-seed44,runs/packed4-20m-batch128k-micro32-20260911,experiments/packed4-lr0.032-beta2-0.95-seed44,2310342_65,0.032,0.9,0.95,44,5.039282337479089,437.93748382804915
lr_beta2,66,packed4-lr0.032-beta2-0.98-seed42,runs/packed4-20m-batch128k-micro32-20260911,experiments/packed4-lr0.032-beta2-0.98-seed42,2310342_66,0.032,0.9,0.98,42,5.023526817009083,431.6139242639765
lr_beta2,67,packed4-lr0.032-beta2-0.98-seed43,runs/packed4-20m-batch128k-micro32-20260911,experiments/packed4-lr0.032-beta2-0.98-seed43,2310342_67,0.032,0.9,0.98,43,5.243705569993151,433.0528101120144
lr_beta2,68,packed4-lr0.032-beta2-0.98-seed44,runs/packed4-20m-batch128k-micro32-20260911,experiments/packed4-lr0.032-beta2-0.98-seed44,2310342_68,0.032,0.9,0.98,44,4.69000492583375,433.88276501500513
lr_beta2,69,packed4-lr0.032-beta2-0.999-seed42,runs/packed4-20m-batch128k-micro32-20260911,experiments/packed4-lr0.032-beta2-0.999-seed42,2310342_69,0.032,0.9,0.999,42,5.545415767546713,434.41900496708695
lr_beta2,70,packed4-lr0.032-beta2-0.999-seed43,runs/packed4-20m-batch128k-micro32-20260911,experiments/packed4-lr0.032-beta2-0.999-seed43,2310342_70,0.032,0.9,0.999,43,5.855303578484954,437.47622731886804
lr_beta2,71,packed4-lr0.032-beta2-0.999-seed44,runs/packed4-20m-batch128k-micro32-20260911,experiments/packed4-lr0.032-beta2-0.999-seed44,2310342_71,0.032,0.9,0.999,44,5.183752060357832,433.3399036169285
beta1_beta2,0,packed4-beta10.95-beta2-0.98-seed42,runs/packed4-20m-beta1-beta2-20260911,experiments/packed4-beta10.95-beta2-0.98-seed42,2315431_0,0.008,0.95,0.98,42,3.5892806301466837,437.8229670310393
beta1_beta2,1,packed4-beta10.925-beta2-0.95-seed42,runs/packed4-20m-beta1-beta2-20260911,experiments/packed4-beta10.925-beta2-0.95-seed42,2315432_1,0.008,0.925,0.95,42,3.602624317552061,433.7761105769314
beta1_beta2,2,packed4-beta10.925-beta2-0.95-seed43,runs/packed4-20m-beta1-beta2-20260911,experiments/packed4-beta10.925-beta2-0.95-seed43,2315432_2,0.008,0.925,0.95,43,3.6203019706355803,433.7989729689434
beta1_beta2,3,packed4-beta10.925-beta2-0.95-seed44,runs/packed4-20m-beta1-beta2-20260911,experiments/packed4-beta10.925-beta2-0.95-seed44,2315432_3,0.008,0.925,0.95,44,3.613581604095284,431.0980674159946
beta1_beta2,4,packed4-beta10.925-beta2-0.98-seed42,runs/packed4-20m-beta1-beta2-20260911,experiments/packed4-beta10.925-beta2-0.98-seed42,2315432_4,0.008,0.925,0.98,42,3.608435405781798,432.97030942805577
beta1_beta2,5,packed4-beta10.925-beta2-0.98-seed43,runs/packed4-20m-beta1-beta2-20260911,experiments/packed4-beta10.925-beta2-0.98-seed43,2315432_5,0.008,0.925,0.98,43,3.6036127804224556,429.2288806869183
beta1_beta2,6,packed4-beta10.925-beta2-0.98-seed44,runs/packed4-20m-beta1-beta2-20260911,experiments/packed4-beta10.925-beta2-0.98-seed44,2315432_6,0.008,0.925,0.98,44,3.600412161572182,431.94052367517725
beta1_beta2,7,packed4-beta10.925-beta2-0.999-seed42,runs/packed4-20m-beta1-beta2-20260911,experiments/packed4-beta10.925-beta2-0.999-seed42,2315432_7,0.008,0.925,0.999,42,3.636504664287374,437.4653259150218
beta1_beta2,8,packed4-beta10.925-beta2-0.999-seed43,runs/packed4-20m-beta1-beta2-20260911,experiments/packed4-beta10.925-beta2-0.999-seed43,2315432_8,0.008,0.925,0.999,43,3.620115303729385,443.9854502421804
beta1_beta2,9,packed4-beta10.925-beta2-0.999-seed44,runs/packed4-20m-beta1-beta2-20260911,experiments/packed4-beta10.925-beta2-0.999-seed44,2315432_9,0.008,0.925,0.999,44,3.625677914645191,439.5588739180239
beta1_beta2,10,packed4-beta10.95-beta2-0.95-seed42,runs/packed4-20m-beta1-beta2-20260911,experiments/packed4-beta10.95-beta2-0.95-seed42,2315432_10,0.008,0.95,0.95,42,3.6131776766289283,430.22053006800706
beta1_beta2,11,packed4-beta10.95-beta2-0.95-seed43,runs/packed4-20m-beta1-beta2-20260911,experiments/packed4-beta10.95-beta2-0.95-seed43,2315432_11,0.008,0.95,0.95,43,3.6325388444324647,428.3935127489967
beta1_beta2,12,packed4-beta10.95-beta2-0.95-seed44,runs/packed4-20m-beta1-beta2-20260911,experiments/packed4-beta10.95-beta2-0.95-seed44,2315432_12,0.008,0.95,0.95,44,3.6135931788398135,429.27449063491076
beta1_beta2,13,packed4-beta10.95-beta2-0.98-seed43,runs/packed4-20m-beta1-beta2-20260911,experiments/packed4-beta10.95-beta2-0.98-seed43,2315432_13,0.008,0.95,0.98,43,3.6149460466671512,424.3048483908642
beta1_beta2,14,packed4-beta10.95-beta2-0.98-seed44,runs/packed4-20m-beta1-beta2-20260911,experiments/packed4-beta10.95-beta2-0.98-seed44,2315432_14,0.008,0.95,0.98,44,3.6041548539382435,428.14055456907954
beta1_beta2,15,packed4-beta10.95-beta2-0.999-seed42,runs/packed4-20m-beta1-beta2-20260911,experiments/packed4-beta10.95-beta2-0.999-seed42,2315432_15,0.008,0.95,0.999,42,3.6235080270902267,420.76603463396896
beta1_beta2,16,packed4-beta10.95-beta2-0.999-seed43,runs/packed4-20m-beta1-beta2-20260911,experiments/packed4-beta10.95-beta2-0.999-seed43,2315432_16,0.008,0.95,0.999,43,3.630440410840382,412.1720765529899
beta1_beta2,17,packed4-beta10.95-beta2-0.999-seed44,runs/packed4-20m-beta1-beta2-20260911,experiments/packed4-beta10.95-beta2-0.999-seed44,2315432_17,0.008,0.95,0.999,44,3.6691430574582298,432.38293528801296
beta1_beta2,18,packed4-beta10.975-beta2-0.95-seed42,runs/packed4-20m-beta1-beta2-20260911,experiments/packed4-beta10.975-beta2-0.95-seed42,2315432_18,0.008,0.975,0.95,42,3.6948285489363926,443.601421196945
beta1_beta2,19,packed4-beta10.975-beta2-0.95-seed43,runs/packed4-20m-beta1-beta2-20260911,experiments/packed4-beta10.975-beta2-0.95-seed43,2315432_19,0.008,0.975,0.95,43,3.6859406884765824,441.6913085079286
beta1_beta2,20,packed4-beta10.975-beta2-0.95-seed44,runs/packed4-20m-beta1-beta2-20260911,experiments/packed4-beta10.975-beta2-0.95-seed44,2315432_20,0.008,0.975,0.95,44,3.698421875766031,434.0821343200514
beta1_beta2,21,packed4-beta10.975-beta2-0.98-seed42,runs/packed4-20m-beta1-beta2-20260911,experiments/packed4-beta10.975-beta2-0.98-seed42,2315432_21,0.008,0.975,0.98,42,3.6515993349618583,437.1897306148894
beta1_beta2,22,packed4-beta10.975-beta2-0.98-seed43,runs/packed4-20m-beta1-beta2-20260911,experiments/packed4-beta10.975-beta2-0.98-seed43,2315432_22,0.008,0.975,0.98,43,3.6660972990202882,438.7794346549781
beta1_beta2,23,packed4-beta10.975-beta2-0.98-seed44,runs/packed4-20m-beta1-beta2-20260911,experiments/packed4-beta10.975-beta2-0.98-seed44,2315432_23,0.008,0.975,0.98,44,3.671021443228994,426.6661361330189
beta1_beta2,24,packed4-beta10.975-beta2-0.999-seed42,runs/packed4-20m-beta1-beta2-20260911,experiments/packed4-beta10.975-beta2-0.999-seed42,2315432_24,0.008,0.975,0.999,42,3.6840659433437213,441.6829188539414
beta1_beta2,25,packed4-beta10.975-beta2-0.999-seed43,runs/packed4-20m-beta1-beta2-20260911,experiments/packed4-beta10.975-beta2-0.999-seed43,2315432_25,0.008,0.975,0.999,43,3.678963832315723,426.0473297929857
beta1_beta2,26,packed4-beta10.975-beta2-0.999-seed44,runs/packed4-20m-beta1-beta2-20260911,experiments/packed4-beta10.975-beta2-0.999-seed44,2315432_26,0.008,0.975,0.999,44,3.657190602442735,409.75463441899046
beta99,0,packed4-awc-lr0.008-beta2-0.99-seed42,runs/packed4-awc-20m-beta99-lr016-20260911,experiments/packed4-awc-lr0.008-beta2-0.99-seed42,2317541_0,0.008,0.9,0.99,42,3.615880949827964,435.4516881030286
beta99,1,packed4-awc-lr0.0024-beta2-0.99-seed42,runs/packed4-awc-20m-beta99-lr016-20260911,experiments/packed4-awc-lr0.0024-beta2-0.99-seed42,2317541_1,0.0024,0.9,0.99,42,3.6460179530710164,438.23689774703234
beta99,2,packed4-awc-lr0.0024-beta2-0.99-seed43,runs/packed4-awc-20m-beta99-lr016-20260911,experiments/packed4-awc-lr0.0024-beta2-0.99-seed43,2317541_2,0.0024,0.9,0.99,43,3.638678365235113,435.40510393097065
beta99,3,packed4-awc-lr0.0024-beta2-0.99-seed44,runs/packed4-awc-20m-beta99-lr016-20260911,experiments/packed4-awc-lr0.0024-beta2-0.99-seed44,2317541_3,0.0024,0.9,0.99,44,3.6392766866919715,431.8651431230828
beta99,4,packed4-awc-lr0.004-beta2-0.99-seed42,runs/packed4-awc-20m-beta99-lr016-20260911,experiments/packed4-awc-lr0.004-beta2-0.99-seed42,2317541_4,0.004,0.9,0.99,42,3.6067293345807334,433.1257665400626
beta99,5,packed4-awc-lr0.004-beta2-0.99-seed43,runs/packed4-awc-20m-beta99-lr016-20260911,experiments/packed4-awc-lr0.004-beta2-0.99-seed43,2317541_5,0.004,0.9,0.99,43,3.609879710312974,432.4344857370015
beta99,6,packed4-awc-lr0.004-beta2-0.99-seed44,runs/packed4-awc-20m-beta99-lr016-20260911,experiments/packed4-awc-lr0.004-beta2-0.99-seed44,2317541_6,0.004,0.9,0.99,44,3.610045046141466,435.9507406100165
beta99,7,packed4-awc-lr0.0048-beta2-0.99-seed42,runs/packed4-awc-20m-beta99-lr016-20260911,experiments/packed4-awc-lr0.0048-beta2-0.99-seed42,2317541_7,0.0048,0.9,0.99,42,3.607540185886025,431.70862981202663
beta99,8,packed4-awc-lr0.0048-beta2-0.99-seed43,runs/packed4-awc-20m-beta99-lr016-20260911,experiments/packed4-awc-lr0.0048-beta2-0.99-seed43,2317541_8,0.0048,0.9,0.99,43,3.606804841137525,432.02767185799894
beta99,9,packed4-awc-lr0.0048-beta2-0.99-seed44,runs/packed4-awc-20m-beta99-lr016-20260911,experiments/packed4-awc-lr0.0048-beta2-0.99-seed44,2317541_9,0.0048,0.9,0.99,44,3.6141099465824964,433.91120838400093
beta99,10,packed4-awc-lr0.0056-beta2-0.99-seed42,runs/packed4-awc-20m-beta99-lr016-20260911,experiments/packed4-awc-lr0.0056-beta2-0.99-seed42,2317541_10,0.0056,0.9,0.99,42,3.596142369521728,432.27982598892413
beta99,11,packed4-awc-lr0.0056-beta2-0.99-seed43,runs/packed4-awc-20m-beta99-lr016-20260911,experiments/packed4-awc-lr0.0056-beta2-0.99-seed43,2317541_11,0.0056,0.9,0.99,43,3.6106213251962562,432.14718526019715
beta99,12,packed4-awc-lr0.0056-beta2-0.99-seed44,runs/packed4-awc-20m-beta99-lr016-20260911,experiments/packed4-awc-lr0.0056-beta2-0.99-seed44,2317541_12,0.0056,0.9,0.99,44,3.606265532195382,438.8161503119918
beta99,13,packed4-awc-lr0.008-beta2-0.99-seed43,runs/packed4-awc-20m-beta99-lr016-20260911,experiments/packed4-awc-lr0.008-beta2-0.99-seed43,2317541_13,0.008,0.9,0.99,43,3.609831246202854,443.54348071699496
beta99,14,packed4-awc-lr0.008-beta2-0.99-seed44,runs/packed4-awc-20m-beta99-lr016-20260911,experiments/packed4-awc-lr0.008-beta2-0.99-seed44,2317541_14,0.008,0.9,0.99,44,3.599069250491942,442.6086816190509
beta99,15,packed4-awc-lr0.0112-beta2-0.99-seed42,runs/packed4-awc-20m-beta99-lr016-20260911,experiments/packed4-awc-lr0.0112-beta2-0.99-seed42,2317541_15,0.0112,0.9,0.99,42,3.7097515203344558,435.25048768683337
beta99,16,packed4-awc-lr0.0112-beta2-0.99-seed43,runs/packed4-awc-20m-beta99-lr016-20260911,experiments/packed4-awc-lr0.0112-beta2-0.99-seed43,2317541_16,0.0112,0.9,0.99,43,3.7564864867302328,439.11506277299486
beta99,17,packed4-awc-lr0.0112-beta2-0.99-seed44,runs/packed4-awc-20m-beta99-lr016-20260911,experiments/packed4-awc-lr0.0112-beta2-0.99-seed44,2317541_17,0.0112,0.9,0.99,44,3.740385733406258,439.05667474493384
