epoch,step,category,level,group,numel,pair_count,cosine_valid_pairs,cosine_mean,cosine_std,cosine_min,cosine_max,relative_l2_valid_pairs,relative_l2_mean,relative_l2_std,relative_l2_min,relative_l2_max
35,10920,adam_direction,aggregate,all,20403520,6,6,0.006610317155718803,0.0020978006068617105,0.0028000217862427235,0.008819703944027424,6,1.4095860719680786,0.001527163665741682,1.4079691171646118,1.4123910665512085
36,11232,weights,aggregate,all,20403520,6,6,0.9971848130226135,0.0002860670501831919,0.9969314336776733,0.9976059198379517,6,0.07493474334478378,0.003886051010340452,0.06919641047716141,0.07833796739578247
36,11232,first_moment,aggregate,all,20403520,6,6,0.014355662278831005,0.009029262699186802,0.0031050683464854956,0.03128946200013161,6,1.4040855169296265,0.006390508264303207,1.3921304941177368,1.4121100902557373
36,11232,second_moment,aggregate,all,20403520,6,6,0.998181164264679,0.0006080105667933822,0.9973499178886414,0.9989355206489563,6,0.0650714784860611,0.011882808059453964,0.047803845256567,0.0829118937253952
36,11232,adam_direction,aggregate,all,20403520,6,6,0.006630163639783859,0.001782058272510767,0.004097809083759785,0.008649441413581371,6,1.4096369743347168,0.0012204634258523583,1.4082787036895752,1.4113210439682007
37,11544,weights,aggregate,all,20403520,6,6,0.9971041083335876,0.000284958427073434,0.9968329071998596,0.9975731372833252,6,0.07600900530815125,0.003813304705545306,0.06966866552829742,0.07959029823541641
37,11544,first_moment,aggregate,all,20403520,6,6,0.005193385761231184,0.008310030214488506,-0.0036567519418895245,0.020381223410367966,6,1.4107660055160522,0.005898830946534872,1.3998253345489502,1.4168528318405151
37,11544,second_moment,aggregate,all,20403520,6,6,0.9985528588294983,0.0003973219427280128,0.9980261325836182,0.9991005063056946,6,0.05542000010609627,0.008294645696878433,0.045582011342048645,0.06632642447948456
37,11544,adam_direction,aggregate,all,20403520,6,6,0.005622886121273041,0.0024995238054543734,0.002413360169157386,0.010019850917160511,6,1.4111294746398926,0.0017861680826172233,1.4086424112319946,1.4138658046722412
38,11856,weights,aggregate,all,20403520,6,6,0.9970657229423523,0.00028933113208040595,0.9967528581619263,0.997515857219696,6,0.07650959491729736,0.003838843433186412,0.07048671692609787,0.08058721572160721
38,11856,first_moment,aggregate,all,20403520,6,6,0.006534358020871878,0.009722230024635792,-0.00887278188019991,0.018218064680695534,6,1.4101300239562988,0.007108103949576616,1.4012782573699951,1.4216004610061646
38,11856,second_moment,aggregate,all,20403520,6,6,0.9987218976020813,0.0005966221797280014,0.9977296590805054,0.9994606375694275,6,0.055946122854948044,0.01351584680378437,0.03286951780319214,0.07912974804639816
38,11856,adam_direction,aggregate,all,20403520,6,6,0.004166236612945795,0.0022083476651459932,0.0009890043875202537,0.007978198118507862,6,1.4116731882095337,0.0016272144857794046,1.4086962938308716,1.4140137434005737
39,12168,weights,aggregate,all,20403520,6,6,0.9970495104789734,0.0002796534390654415,0.9967880249023438,0.9974570870399475,6,0.0767301619052887,0.0037028826773166656,0.07131538540124893,0.08014889061450958
39,12168,first_moment,aggregate,all,20403520,6,6,0.007341379299759865,0.01093224249780178,-0.007213981356471777,0.024229656904935837,6,1.409021258354187,0.007743986323475838,1.3970131874084473,1.4193133115768433
39,12168,second_moment,aggregate,all,20403520,6,6,0.9979813098907471,0.0009467345662415028,0.9967864155769348,0.999159038066864,6,0.0691419318318367,0.014065556228160858,0.04209650307893753,0.08141542971134186
39,12168,adam_direction,aggregate,all,20403520,6,6,0.0037084247451275587,0.002001686254516244,0.0021738805808126926,0.007789524272084236,6,1.4117703437805176,0.0014043855480849743,1.4089196920394897,1.4131780862808228
40,12473,weights,aggregate,all,20403520,6,6,0.9970462918281555,0.00026137984241358936,0.9968490600585938,0.9974396824836731,6,0.07678265124559402,0.00345976697281003,0.0715593546628952,0.07938476651906967
40,12473,first_moment,aggregate,all,20403520,6,6,0.010414510034024715,0.00473890220746398,0.0014686296926811337,0.015087367966771126,6,1.4070628881454468,0.0032434994354844093,1.4039050340652466,1.4132201671600342
40,12473,second_moment,aggregate,all,20403520,6,6,0.9981446266174316,0.0007045817328616977,0.9971055388450623,0.999119222164154,6,0.06608089059591293,0.011041045188903809,0.04366324841976166,0.07609590142965317
40,12473,adam_direction,aggregate,all,20403520,6,6,0.0036528175696730614,0.002572034252807498,5.529939153348096e-05,0.008223402313888073,6,1.412155270576477,0.0022345467004925013,1.4085168838500977,1.4153084754943848
