id,method,horizon,beta1,beta2,lr,mean,sd,rank,lossSeed42,lossSeed43,lossSeed44
awc8-wsd-h80--0.002--0.95--0.98,awc8,80,0.95,0.98,0.002,3.451286852427748,0.0030973245129214443,12,3.451563449735407,3.454236601633877,3.448060505913961
awc8-wsd-h80--0.006--0.9--0.98,awc8,80,0.9,0.98,0.006,3.45543144302621,0.003802725368909646,13,3.4527778053217584,3.4597880102890275,3.4537285134678437
awc8-wsd-h80--0.004--0.9--0.98,awc8,80,0.9,0.98,0.004,3.4570344829535813,0.004445006558118087,14,3.4553320907057965,3.4620790641990338,3.4536922939559127
awc8-wsd-h80--0.003--0.9--0.98,awc8,80,0.9,0.98,0.003,3.4619914656965993,0.004368164825583914,15,3.463526002061837,3.4653852986364355,3.4570630963915265
awc8-wsd-h80--0.002--0.9--0.98,awc8,80,0.9,0.98,0.002,3.4744221520088936,0.00756926700317924,16,3.4822807341736066,3.467179883755508,3.4738058380975665
awc8-wsd-h80--0.004--0.95--0.9,awc8,80,0.95,0.9,0.004,3.490446337167883,0.004900722196275508,17,3.4847878325903787,3.49333101963653,3.493220159276739
awc8-wsd-h80--0.003--0.95--0.9,awc8,80,0.95,0.9,0.003,3.495431086762031,0.0017882242210095784,18,3.4940040759130357,3.494852123273075,3.4974370610999816
awc8-wsd-h80--0.006--0.95--0.9,awc8,80,0.95,0.9,0.006,3.4959539106178785,0.00428339842111003,19,3.491702525862739,3.495890585457421,3.5002686205334763
awc8-wsd-h80--0.002--0.95--0.9,awc8,80,0.95,0.9,0.002,3.5076779529491717,0.0030323285316209217,20,3.5042184075782337,3.508940097905032,3.509875353364249
awc8-wsd-h80--0.006--0.9--0.9,awc8,80,0.9,0.9,0.006,3.552929111825989,0.004516627112516784,21,3.548122137708731,3.5535805514107945,3.557084646358441
awc8-wsd-h80--0.004--0.9--0.9,awc8,80,0.9,0.9,0.004,3.566082884859853,0.004563354329885675,22,3.571304422519585,3.5640851911404656,3.562859040919509
awc8-wsd-h80--0.003--0.9--0.9,awc8,80,0.9,0.9,0.003,3.567322790338755,0.0068702569646275505,23,3.5737734380320734,3.5600984304816894,3.5680965025025033
awc8-wsd-h80--0.002--0.9--0.9,awc8,80,0.9,0.9,0.002,3.581522993212016,0.006510002813541837,24,3.5877496646091758,3.5747625272557997,3.582056787771072
awc8-wsd-h120--0.003--0.95--0.999,awc8,120,0.95,0.999,0.003,3.3563471201186217,0.003995737423941051,1,3.351924329591714,3.359696544611667,3.357420486152484
awc8-wsd-h120--0.002--0.95--0.999,awc8,120,0.95,0.999,0.002,3.370868450402387,0.0024706948522530566,2,3.370138168708808,3.3736219692634295,3.3688452132349234
awc8-wsd-h120--0.003--0.9--0.999,awc8,120,0.9,0.999,0.003,3.3787512229170544,0.006253819085349848,3,3.3777699664737395,3.385437664644348,3.3730460376330753
awc8-wsd-h120--0.002--0.9--0.999,awc8,120,0.9,0.999,0.002,3.3867135027788886,0.0007345857636511752,4,3.3875030628144307,3.386587167274686,3.386050278247549
awc8-wsd-h120--0.003--0.95--0.98,awc8,120,0.95,0.98,0.003,3.3933140813927913,0.00430457381383817,5,3.38850917424433,3.396818354457583,3.3946147154764614
awc8-wsd-h120--0.002--0.95--0.98,awc8,120,0.95,0.98,0.002,3.409742681069004,0.0034446231625677353,6,3.408977548963366,3.413505536810266,3.4067449574333812
awc8-wsd-h120--0.003--0.9--0.98,awc8,120,0.9,0.98,0.003,3.4221141994227793,0.004741352552190829,7,3.4219033785359185,3.426957445863731,3.4174817738686873
awc8-wsd-h120--0.002--0.9--0.98,awc8,120,0.9,0.98,0.002,3.4308678258179266,0.0057642043987102005,8,3.4369610570896363,3.425501630079509,3.4301407902846344
awc8-wsd-h120--0.003--0.95--0.9,awc8,120,0.95,0.9,0.003,3.4586898880279278,0.001952006867253353,9,3.4565324680088088,3.4592033680350687,3.460333828039905
awc8-wsd-h120--0.002--0.95--0.9,awc8,120,0.95,0.9,0.002,3.470399381440427,0.003413810043717262,10,3.466457894755254,3.4723190263726935,3.472421223193334
awc8-wsd-h120--0.003--0.9--0.9,awc8,120,0.9,0.9,0.003,3.5285128112090107,0.004093637735719709,11,3.5302565996856616,3.523836016022851,3.53144581791852
awc8-wsd-h120--0.002--0.9--0.9,awc8,120,0.9,0.9,0.002,3.540237143338496,0.0029324199863365284,12,3.5409533873909926,3.537012955573432,3.5427450870510637
awc8-wsd-h160--0.003--0.95--0.999,awc8,160,0.95,0.999,0.003,3.332261551229621,0.0036105182492211763,1,3.3282830529138687,3.3353299228975146,3.3331716778774796
awc8-wsd-h160--0.002--0.95--0.999,awc8,160,0.95,0.999,0.002,3.344397236925324,0.003170164997255422,2,3.3434955812164113,3.3479205570656556,3.3417755724939053
awc8-wsd-h160--0.003--0.9--0.999,awc8,160,0.9,0.999,0.003,3.3531905825714268,0.005754459296631968,3,3.3529225996304977,3.359074351485768,3.347574796598013
awc8-wsd-h160--0.002--0.9--0.999,awc8,160,0.9,0.999,0.002,3.3582669115443813,0.00043597832750725505,4,3.358529524385071,3.3577636468280074,3.358507563420065
awc8-wsd-h160--0.003--0.95--0.98,awc8,160,0.95,0.98,0.003,3.3709894636019277,0.004434450828124193,5,3.3660593553930678,3.3746523820282865,3.372256653384429
awc8-wsd-h160--0.002--0.95--0.98,awc8,160,0.95,0.98,0.002,3.384038491885475,0.0033567737675400185,6,3.3823749589014698,3.387902159371044,3.3818383573839106
awc8-wsd-h160--0.003--0.9--0.98,awc8,160,0.9,0.98,0.003,3.3972122043651947,0.004700785293759317,7,3.3969474862469444,3.402039755179342,3.392649371669298
awc8-wsd-h160--0.002--0.9--0.98,awc8,160,0.9,0.98,0.002,3.4034974319020566,0.005176744798352846,8,3.40863865097916,3.398285878117938,3.4035677666090716
awc8-wsd-h160--0.003--0.95--0.9,awc8,160,0.95,0.9,0.003,3.4383476043449694,0.0008368450736696558,9,3.437422778839181,3.43905257227758,3.4385674619181477
awc8-wsd-h160--0.002--0.95--0.9,awc8,160,0.95,0.9,0.002,3.4468587477377874,0.00458007521541394,10,3.441580831168483,3.449206524816929,3.4497888872279514
awc8-wsd-h160--0.003--0.9--0.9,awc8,160,0.9,0.9,0.003,3.506478882040566,0.00397941972768039,11,3.5063614500926086,3.5025594780223552,3.5105157180067326
awc8-wsd-h160--0.002--0.9--0.9,awc8,160,0.9,0.9,0.002,3.51394698441062,0.0042533787649229665,12,3.514450208243573,3.5094643790826194,3.517926365905667
