index,run_id,job_id,lr,beta1,beta2,seed,loss,seconds,training_seconds,peak_memory_bytes,directory
58,packed4-awc-noclip-lr0.008-beta1-0.9-beta2-0.999-seed43,2341796_58,0.008,0.9,0.999,43,3.826106598151257,428.95752330799587,302.54049846041016,63208612864,runs/packed4-awc-noclip-20m-batch128k-20260912/experiments/packed4-awc-noclip-lr0.008-beta1-0.9-beta2-0.999-seed43
59,packed4-awc-noclip-lr0.008-beta1-0.9-beta2-0.999-seed44,2341796_59,0.008,0.9,0.999,44,3.850089050699714,433.2466495248955,305.74032550666016,63208612864,runs/packed4-awc-noclip-20m-batch128k-20260912/experiments/packed4-awc-noclip-lr0.008-beta1-0.9-beta2-0.999-seed44
60,packed4-awc-noclip-lr0.008-beta1-0.925-beta2-0.95-seed42,2341796_60,0.008,0.925,0.95,42,3.8255722875301377,436.44289377506357,309.1716494481079,63208612864,runs/packed4-awc-noclip-20m-batch128k-20260912/experiments/packed4-awc-noclip-lr0.008-beta1-0.925-beta2-0.95-seed42
61,packed4-awc-noclip-lr0.008-beta1-0.925-beta2-0.95-seed43,2341796_61,0.008,0.925,0.95,43,3.822247937712168,434.2784730999265,307.07704436732456,63208612864,runs/packed4-awc-noclip-20m-batch128k-20260912/experiments/packed4-awc-noclip-lr0.008-beta1-0.925-beta2-0.95-seed43
62,packed4-awc-noclip-lr0.008-beta1-0.925-beta2-0.95-seed44,2341796_62,0.008,0.925,0.95,44,3.7422580747357643,429.28512093704194,301.4935613126727,63208612864,runs/packed4-awc-noclip-20m-batch128k-20260912/experiments/packed4-awc-noclip-lr0.008-beta1-0.925-beta2-0.95-seed44
63,packed4-awc-noclip-lr0.008-beta1-0.925-beta2-0.98-seed42,2341796_63,0.008,0.925,0.98,42,3.8510466158466286,437.77019330399344,310.0773713917006,63208612864,runs/packed4-awc-noclip-20m-batch128k-20260912/experiments/packed4-awc-noclip-lr0.008-beta1-0.925-beta2-0.98-seed42
64,packed4-awc-noclip-lr0.008-beta1-0.925-beta2-0.98-seed43,2341796_64,0.008,0.925,0.98,43,3.755436226091744,429.18835379500524,303.5828656099329,63208612864,runs/packed4-awc-noclip-20m-batch128k-20260912/experiments/packed4-awc-noclip-lr0.008-beta1-0.925-beta2-0.98-seed43
65,packed4-awc-noclip-lr0.008-beta1-0.925-beta2-0.98-seed44,2341796_65,0.008,0.925,0.98,44,3.742282443789282,429.34802982304245,304.0756838696543,63208612864,runs/packed4-awc-noclip-20m-batch128k-20260912/experiments/packed4-awc-noclip-lr0.008-beta1-0.925-beta2-0.98-seed44
66,packed4-awc-noclip-lr0.008-beta1-0.925-beta2-0.99-seed42,2341796_66,0.008,0.925,0.99,42,3.6973560517072057,422.134005100932,298.98040146392304,63208612864,runs/packed4-awc-noclip-20m-batch128k-20260912/experiments/packed4-awc-noclip-lr0.008-beta1-0.925-beta2-0.99-seed42
67,packed4-awc-noclip-lr0.008-beta1-0.925-beta2-0.99-seed43,2341796_67,0.008,0.925,0.99,43,3.609332567325115,433.6716612880118,304.9383279173635,63208612864,runs/packed4-awc-noclip-20m-batch128k-20260912/experiments/packed4-awc-noclip-lr0.008-beta1-0.925-beta2-0.99-seed43
68,packed4-awc-noclip-lr0.008-beta1-0.925-beta2-0.99-seed44,2341796_68,0.008,0.925,0.99,44,3.7500335440091273,429.0967341619544,302.8297470039688,63208612864,runs/packed4-awc-noclip-20m-batch128k-20260912/experiments/packed4-awc-noclip-lr0.008-beta1-0.925-beta2-0.99-seed44
69,packed4-awc-noclip-lr0.008-beta1-0.925-beta2-0.999-seed42,2341796_69,0.008,0.925,0.999,42,3.9884658461534506,433.9351909609977,305.06806194013916,63208612864,runs/packed4-awc-noclip-20m-batch128k-20260912/experiments/packed4-awc-noclip-lr0.008-beta1-0.925-beta2-0.999-seed42
70,packed4-awc-noclip-lr0.008-beta1-0.925-beta2-0.999-seed43,2341796_70,0.008,0.925,0.999,43,3.791518414212971,429.76665449817665,303.63053260883316,63208612864,runs/packed4-awc-noclip-20m-batch128k-20260912/experiments/packed4-awc-noclip-lr0.008-beta1-0.925-beta2-0.999-seed43
71,packed4-awc-noclip-lr0.008-beta1-0.925-beta2-0.999-seed44,2341796_71,0.008,0.925,0.999,44,4.026513321273011,428.62110789492726,301.60840443894267,63208612864,runs/packed4-awc-noclip-20m-batch128k-20260912/experiments/packed4-awc-noclip-lr0.008-beta1-0.925-beta2-0.999-seed44
